Jersey,Player,Pos,Year,GP,GS,Team
93,"Alonso, Bryce",DE,3,2,0,Tulsa Golden Hurricane
44,"Anderson, Joseph",DL,2,5,0,Tulsa Golden Hurricane
38,"Anderson, Abe",TE,3,9,0,Tulsa Golden Hurricane
76,"Baah, Chester",OL,1,0,0,Tulsa Golden Hurricane
86,"Benjamin, Kamdyn",WR,1,2,0,Tulsa Golden Hurricane
16,"Betts, Deante",LB,1,0,0,Tulsa Golden Hurricane
75,"Bivens, Dante",OL,3,9,9,Tulsa Golden Hurricane
12,"Boomer, Seth",QB,3,2,0,Tulsa Golden Hurricane
82,"Breedlove III, Joseph",WR,3,0,0,Tulsa Golden Hurricane
7,"Brin, Davis",QB,2,2,0,Tulsa Golden Hurricane
3,"Brooks, Shamari",RB,4,0,0,Tulsa Golden Hurricane
88,"Brown, Kemani",WR,1,1,0,Tulsa Golden Hurricane
68,"Bucktrot, Tiller",OL,4,9,0,Tulsa Golden Hurricane
35,"Burnett, Yohance",LB,4,0,0,Tulsa Golden Hurricane
50,"Cantu, Gabe",OL,1,7,0,Tulsa Golden Hurricane
53,"Clayton, Sam",LB,1,0,0,Tulsa Golden Hurricane
23,"Collins, Zaven",LB,3,8,8,Tulsa Golden Hurricane
16,"Collins, Carson",QB,1,0,0,Tulsa Golden Hurricane
73,"Couch, Dylan",OL,4,9,9,Tulsa Golden Hurricane
9,"Crawford Jr., Sam",WR,3,9,9,Tulsa Golden Hurricane
85,"Crowder, JD",TE,1,0,0,Tulsa Golden Hurricane
28,"Daniels, Corbin",WR,3,0,0,Tulsa Golden Hurricane
0,"Davis, Tyon",DB,3,9,1,Tulsa Golden Hurricane
15,"Ellis, Reggie",DB,1,5,0,Tulsa Golden Hurricane
26,"Evans, Akayleb",DB,3,9,9,Tulsa Golden Hurricane
18,"Florez, La'Darrion",WR,1,0,0,Tulsa Golden Hurricane
10,"Fuller, Roman",QB,1,0,0,Tulsa Golden Hurricane
29,"Garrett Jr., Mike",DB,3,0,0,Tulsa Golden Hurricane
46,"Glaspie, Bershard",LB,1,3,0,Tulsa Golden Hurricane
94,"Goodlow, Anthony",DL,2,9,5,Tulsa Golden Hurricane
98,"Grant, Haydon",DL,1,7,0,Tulsa Golden Hurricane
12,"Green IV, Allie",DB,4,9,8,Tulsa Golden Hurricane
95,"Haight, Alex",K,1,0,0,Tulsa Golden Hurricane
47,"Hall, Ethan",TE,1,8,4,Tulsa Golden Hurricane
28,"Hendrix, Jett",DB,2,9,0,Tulsa Golden Hurricane
18,"Hensley, Brad",DB,1,0,0,Tulsa Golden Hurricane
42,"Higuera, Adam",LS,4,9,0,Tulsa Golden Hurricane
41,"Hopkins, Dorian",LB,1,9,0,Tulsa Golden Hurricane
27,"Jackson, Daiquain",DB,3,9,0,Tulsa Golden Hurricane
13,"Johnson, Josh",WR,3,9,3,Tulsa Golden Hurricane
8,"Johnson, Brian",LB,2,6,0,Tulsa Golden Hurricane
74,"Jones, Jeremy",OL,1,3,0,Tulsa Golden Hurricane
22,"Jones, Malachai",WR,1,0,0,Tulsa Golden Hurricane
35,"Jones, Hanan",WR,1,0,0,Tulsa Golden Hurricane
87,"Kainer, Jacob",TE,3,3,0,Tulsa Golden Hurricane
40,"Kulkin, Mitchell",LB,2,9,0,Tulsa Golden Hurricane
95,"Laake, Cooper",DL,1,1,0,Tulsa Golden Hurricane
58,"Lamp, Devan",DL,3,2,0,Tulsa Golden Hurricane
90,"Long, Zack",K,4,9,0,Tulsa Golden Hurricane
6,"Lovick, Christian",RB,1,9,0,Tulsa Golden Hurricane
15,"Marquardt, Brandon",QB,3,0,0,Tulsa Golden Hurricane
7,"Martin, TieNeal",DB,4,7,6,Tulsa Golden Hurricane
52,"Middleton, James",OL,3,0,0,Tulsa Golden Hurricane
20,"Montgomery, Cannon",WR,3,9,1,Tulsa Golden Hurricane
1,"Mullins, Lamar",DB,4,9,2,Tulsa Golden Hurricane
92,"Murdock, Darrias",DL,1,0,0,Tulsa Golden Hurricane
79,"Muskrat, Jaden",OL,1,4,1,Tulsa Golden Hurricane
98,"Neitzke, Kevin",K,4,1,0,Tulsa Golden Hurricane
5,"Nixon, Ryan",DB,2,9,0,Tulsa Golden Hurricane
10,"O'Keefe, Sean",DB,1,0,0,Tulsa Golden Hurricane
2,"Oliver, Jaise",DB,1,9,0,Tulsa Golden Hurricane
32,"Palmer, James",TE,2,9,2,Tulsa Golden Hurricane
71,"Paul, Chris",OL,3,8,8,Tulsa Golden Hurricane
4,"Paxton, Jalen",WR,1,0,0,Tulsa Golden Hurricane
9,"Player, Jaxon",DL,3,9,9,Tulsa Golden Hurricane
2,"Powers, Bryson",DB,3,9,1,Tulsa Golden Hurricane
8,"Prince, Deneric",RB,1,8,2,Tulsa Golden Hurricane
3,"Rangel, Hunter",DB,1,1,0,Tulsa Golden Hurricane
1,"Ray, Kendarin",DB,2,9,9,Tulsa Golden Hurricane
1,"Reeves, Treyvon",LB,4,9,8,Tulsa Golden Hurricane
54,"Reh, Trevor",LB,1,5,0,Tulsa Golden Hurricane
4,"Revels III, Robert",LB,4,9,1,Tulsa Golden Hurricane
84,"Rodgers, Malik",WR,2,6,0,Tulsa Golden Hurricane
99,"Rogers, Everitt",DL,1,8,0,Tulsa Golden Hurricane
5,"Santana, JuanCarlos",WR,3,9,9,Tulsa Golden Hurricane
19,"Sawyer, Grant",LB,3,9,2,Tulsa Golden Hurricane
48,"Shepherd, Dawson",LB,1,0,0,Tulsa Golden Hurricane
11,"Smith, Zach",QB,4,9,9,Tulsa Golden Hurricane
56,"Smith, Tyler",OL,1,9,9,Tulsa Golden Hurricane
97,"Stevenson, Tyarise",DL,4,9,9,Tulsa Golden Hurricane
1,"Stewart, Josh",WR,4,8,0,Tulsa Golden Hurricane
2,"Stokes, Keylon",WR,4,9,9,Tulsa Golden Hurricane
24,"Taylor II, Corey",RB,4,8,3,Tulsa Golden Hurricane
88,"Thompson, RaQuan",DL,1,5,0,Tulsa Golden Hurricane
43,"Tipton, Tyler",K,1,2,0,Tulsa Golden Hurricane
80,"Tryon, Bayne",TE,1,1,0,Tulsa Golden Hurricane
96,"Ume-Ezeoke, Vincent",DL,1,0,0,Tulsa Golden Hurricane
72,"Wade, Dillon",OL,1,1,0,Tulsa Golden Hurricane
22,"Wallace, LJ",DB,2,5,0,Tulsa Golden Hurricane
34,"Washington, Kaylon",DB,1,2,0,Tulsa Golden Hurricane
2,"Watkins, Anthony",RB,1,8,0,Tulsa Golden Hurricane
66,"Wheeler, Gerard",OL,3,9,9,Tulsa Golden Hurricane
91,"Wick, Cullen",DL,4,6,4,Tulsa Golden Hurricane
21,"Wilkerson, TK",RB,2,7,3,Tulsa Golden Hurricane
24,"Williams, DaMarco",DB,1,4,0,Tulsa Golden Hurricane
3,"Williams, Cristian",DB,4,8,8,Tulsa Golden Hurricane
37,"Wilson, Lachlan",P,1,9,0,Tulsa Golden Hurricane
32,"Windham, Rico",DB,1,0,0,Tulsa Golden Hurricane
30,"Wright, Justin",LB,2,9,9,Tulsa Golden Hurricane
76,"Aylor, Zack",OL,3,0,0,UAB Blazers
19,"Barker, Harrison",QB,1,0,0,UAB Blazers
97,"Beaverstock, Wilson",K,2,4,0,UAB Blazers
79,"Bedosky, Trey",OL,1,0,0,UAB Blazers
21,"Boler, Will",S,3,8,6,UAB Blazers
32,"Brasher, Luke",LB,4,8,1,UAB Blazers
51,"Brown, Tamarious",LB,1,0,0,UAB Blazers
4,"Brown, Spencer",RB,4,8,8,UAB Blazers
1,"Brown Jr., Jermaine",RB,2,9,0,UAB Blazers
88,"Bryant, Maleak",TE,2,3,0,UAB Blazers
43,"Burkhardt, Reese",K,1,0,0,UAB Blazers
2,"Bynum, Devodric",CB,3,9,0,UAB Blazers
12,"Cash, Grayson",S,3,5,4,UAB Blazers
50,"Collins, Clay",OL,1,0,0,UAB Blazers
45,"Conner, Will",LB,1,5,0,UAB Blazers
96,"Cook, Montaj",DL,1,0,0,UAB Blazers
3,"Daniels, CD",DB,3,6,0,UAB Blazers
38,"Davis, Trent",S,1,0,0,UAB Blazers
81,"Davis, A.j.",WR,1,7,0,UAB Blazers
87,"Davis, Ryan",WR,1,6,0,UAB Blazers
14,"Dawson, Dru",QB,1,0,0,UAB Blazers
33,"Dempsey, Colby",CB,1,2,0,UAB Blazers
37,"Eason Jr., Nikia",LB,2,7,0,UAB Blazers
90,"Fair, Tony",DL,4,9,3,UAB Blazers
93,"Fairbanks II, Michael",DE,2,8,0,UAB Blazers
66,"Fecanin, Greg",OL,4,5,2,UAB Blazers
54,"Flournoy, Zaire",OL,1,0,0,UAB Blazers
91,"Forte, Isaiah",DL,3,1,0,UAB Blazers
39,"Fuqua, Jacob",LS,4,8,0,UAB Blazers
98,"Greenwell, Kyle",P,3,9,0,UAB Blazers
31,"Harrell, Kyle",S,3,9,0,UAB Blazers
1,"Harris, Brontae",CB,4,9,9,UAB Blazers
9,"Hopkins, Dylan",QB,2,0,0,UAB Blazers
53,"Howard, Andre'",LB,1,0,0,UAB Blazers
7,"Johnson, Rob",WR,4,5,2,UAB Blazers
3,"Johnson-Sanders, RaJae'",WR,3,8,0,UAB Blazers
5,"Johnston, Thomas",LB,4,1,0,UAB Blazers
17,"Johnston III, Tyler",QB,3,5,4,UAB Blazers
51,"Jones, Jakoby",OL,4,9,4,UAB Blazers
40,"Jones, Justin",RB,1,0,0,UAB Blazers
9,"Jones, Tylan",DL,3,2,0,UAB Blazers
28,"Key, Jaylen",S,2,7,1,UAB Blazers
45,"Kizziah, Cole",LS,2,1,0,UAB Blazers
46,"Knight, Keilan",TE,4,0,0,UAB Blazers
13,"Lanier, Xavier",CB,2,7,0,UAB Blazers
70,"Long, Jarred",OL,3,0,0,UAB Blazers
1,"Lucero, Bryson",QB,1,7,5,UAB Blazers
8,"Marshall, TD",CB,4,9,9,UAB Blazers
2,"McBride, DeWayne",RB,1,6,0,UAB Blazers
42,"McDonald, Terrell",TE,1,9,1,UAB Blazers
2,"McGhee, Austin",WR,1,1,0,UAB Blazers
89,"McKenna, Blake",TE,1,0,0,UAB Blazers
15,"McWilliams, Mac",CB,1,4,0,UAB Blazers
99,"McWilliams, Fish",DL,2,9,0,UAB Blazers
26,"Miller, Damon",S,2,9,7,UAB Blazers
5,"Mitchell, Myron",WR,4,9,9,UAB Blazers
6,"Moll, Kristopher",LB,4,8,8,UAB Blazers
44,"Moultrie, Antonio",DL,3,9,8,UAB Blazers
4,"Neenan, Coby",P,4,7,0,UAB Blazers
56,"Noble, Chris",OL,1,9,0,UAB Blazers
24,"Oliver Jr., Deshaun",LB,2,2,0,UAB Blazers
18,"Parker, Jalen",QB,2,1,0,UAB Blazers
92,"Penn, Kevin",DL,1,3,0,UAB Blazers
36,"Percer, Luke",RB,1,5,0,UAB Blazers
65,"Perry, Chase",OL,1,0,0,UAB Blazers
10,"Pittman, Hayden",TE,4,9,8,UAB Blazers
16,"Pollock, Werlean",RB,1,0,0,UAB Blazers
20,"Prince, Gerrit",TE,4,8,6,UAB Blazers
19,"Quinn, Matt",K,1,9,0,UAB Blazers
53,"Ragland, Colby",OL,4,7,7,UAB Blazers
30,"Rayam, Jalen",LB,2,7,0,UAB Blazers
35,"Rudolph, Samario",WR,1,7,0,UAB Blazers
75,"Rykard, Will",OL,1,5,3,UAB Blazers
11,"Sanders, Kelle",LB,3,7,0,UAB Blazers
15,"Shropshire, Trea",WR,3,9,3,UAB Blazers
22,"Smith, Jordan",LB,3,9,9,UAB Blazers
55,"Smith Jr., Andrew",OL,4,9,7,UAB Blazers
3,"Smith-Lindsey, Tyetus",RB,1,1,0,UAB Blazers
2,"Stanley, Lucious",RB,3,8,0,UAB Blazers
95,"Stanley, Mi'Cario",DL,4,9,0,UAB Blazers
58,"Stinson III, Rubin",LB,4,7,0,UAB Blazers
55,"Stokes, Gralyn",DL,2,0,0,UAB Blazers
43,"Strange, Zack",WR,1,0,0,UAB Blazers
7,"Street, Jarrion",LB,4,3,0,UAB Blazers
0,"Swoopes, Keondre",CB,2,9,1,UAB Blazers
71,"Taylor, Zach",OL,1,0,0,UAB Blazers
23,"Taylor, Tyler",LB,3,9,2,UAB Blazers
77,"Telfort, Kadeem",OL,3,6,4,UAB Blazers
4,"Thomas V, Starling",CB,3,0,0,UAB Blazers
61,"Trehern, Matthew",OL,3,9,9,UAB Blazers
1,"Turner, Tyree",DL,4,9,8,UAB Blazers
29,"Turner, Monte",S,3,8,0,UAB Blazers
14,"Turner, Dy'Jonn",S,4,7,7,UAB Blazers
58,"Vardaman, Shaun'tavis",OL,3,2,0,UAB Blazers
6,"Watkins, Austin",WR,4,7,7,UAB Blazers
62,"Wells, Sidney",OL,4,9,9,UAB Blazers
50,"Wilder, Noah",LB,3,9,9,UAB Blazers
3,"Willis, Ar'Shon",S,2,1,0,UAB Blazers
72,"Wilson, Brady",OL,1,0,0,UAB Blazers
67,"Wood, Carter",OL,4,9,0,UAB Blazers
25,"Wooden, Larry",RB,3,6,1,UAB Blazers
16,"Wright, Alex",LB,2,8,7,UAB Blazers
48,"York, Michael",TE,1,0,0,UAB Blazers
75,"Adams, Allan",OL,1,0,0,UCF Knights
84,"Ahmad, Ke'Von",WR,2,7,0,UCF Knights
2,"Anderson, Otis",RB,4,9,5,UCF Knights
16,"Appiah-Takyi, Emmanuel",DB,3,2,0,UCF Knights
39,"Bachelder, Palmer",DB,2,2,0,UCF Knights
64,"Back, Kyle",OL,3,1,0,UCF Knights
5,"Baker, Jarrad",WR,1,2,0,UCF Knights
50,"Barnett, Patrick",OL,1,1,0,UCF Knights
45,"Bell, Brett",OL,4,4,0,UCF Knights
44,"Benoit, Elijah",DB,3,0,0,UCF Knights
56,"Benson, Lamarius",OL,2,0,0,UCF Knights
15,"Bethune, Tatum",LB,2,10,5,UCF Knights
46,"Bien Aime, Philjae",DB,1,0,0,UCF Knights
99,"Black, Tyrese",DL,2,2,0,UCF Knights
61,"Boudreaux, Parker",OL,3,0,0,UCF Knights
72,"Brady, Nate",OL,1,0,0,UCF Knights
7,"Brown, Davonte",DB,1,10,5,UCF Knights
37,"Bullard, Quadric",DB,1,10,0,UCF Knights
57,"Burns, Derek",LB,1,7,0,UCF Knights
80,"Byrd, Kevin",WR,1,0,0,UCF Knights
93,"Callahan, Aidan",DL,1,0,0,UCF Knights
92,"Camden, Austin",DL,3,1,0,UCF Knights
88,"Celiscar, Josh",DL,1,10,2,UCF Knights
5,"Charlton, Randy",DL,3,5,4,UCF Knights
40,"Choute, Kervins",DL,1,5,0,UCF Knights
33,"Coles, Trillion",RB,2,0,0,UCF Knights
3,"Collier, Antwan",DB,4,5,5,UCF Knights
70,"Collins, Edward",OL,2,10,10,UCF Knights
20,"Colubiale, Jason",WR,3,0,0,UCF Knights
58,"Corbitt, Dallaz",DL,1,5,0,UCF Knights
63,"Cox, Josh",OL,1,0,0,UCF Knights
1,"Credle, Ja'Cyais",WR,1,9,1,UCF Knights
35,"Cupit, Keenan",LB,1,0,0,UCF Knights
22,"Davis, Kalia",DL,3,0,0,UCF Knights
86,"Davis, Jordan",TE,1,0,0,UCF Knights
29,"Dawson, Devunte",DB,3,0,0,UCF Knights
90,"DeLoach, Chris",DL,4,10,2,UCF Knights
89,"Forrest Jr., Tony",TE,1,0,0,UCF Knights
23,"francois, Jaiden",DB,1,0,0,UCF Knights
83,"french, Garrett",TE,1,0,0,UCF Knights
1,"Gabriel, Dillon",QB,2,10,10,UCF Knights
21,"Gainous, Derek",DB,3,9,4,UCF Knights
47,"Garcia, Andres",LB,1,0,0,UCF Knights
10,"Gilyard, Eriq",LB,3,9,9,UCF Knights
22,"Good, Damarius",RB,1,10,0,UCF Knights
54,"Goode, Cam",DL,2,10,2,UCF Knights
23,"Gowan, Tay",DB,4,0,0,UCF Knights
27,"Grant, Richie",DB,4,9,8,UCF Knights
98,"Green, Kam'ron",DL,1,1,0,UCF Knights
91,"Hancock, Noah",DL,4,10,4,UCF Knights
87,"Harris, Jacob",WR,4,10,7,UCF Knights
81,"Harris, Alex",WR,4,0,0,UCF Knights
28,"Harvey, RJ",RB,1,3,0,UCF Knights
8,"Hescock, Jake",TE,4,10,4,UCF Knights
52,"Hester, Keenan",DL,2,6,0,UCF Knights
12,"Hodges, Justin",DB,1,5,1,UCF Knights
82,"Holler, Alec",TE,2,8,0,UCF Knights
49,"Holler, Max",TE,1,0,0,UCF Knights
73,"Jackson, Samuel",OL,3,9,8,UCF Knights
11,"Jean-Baptiste, Jeremiah",LB,2,9,2,UCF Knights
17,"Johnson, Amari",WR,2,9,0,UCF Knights
12,"Jones, Quadry",QB,2,2,0,UCF Knights
48,"Joseph, fradley",LB,1,0,0,UCF Knights
9,"Kervin, Alan",P,1,6,0,UCF Knights
55,"Lee, Matthew",OL,1,10,10,UCF Knights
18,"Lester, Dyllon",DB,2,10,0,UCF Knights
5,"Lofton, Mike",OL,1,7,0,UCF Knights
8,"Mack, Darriel",QB,3,0,0,UCF Knights
66,"Maghiro, Chidoziri",OL,2,0,0,UCF Knights
38,"Marks, Dionte",WR,1,0,0,UCF Knights
85,"Marsh-Wojan, Zach",TE,3,7,0,UCF Knights
47,"Martin, Stephen",WR,1,0,0,UCF Knights
96,"Martinez, Lawrence",LS,1,0,0,UCF Knights
8,"Maxwell, Zamari",DB,3,8,2,UCF Knights
30,"McCrae, Greg",RB,4,10,5,UCF Knights
49,"McCullon, Daniel",DB,1,0,0,UCF Knights
26,"McMillian, Jermaine",DB,2,10,1,UCF Knights
60,"McMullen, Josh",OL,4,9,0,UCF Knights
76,"Medley, Adrian",OL,1,0,0,UCF Knights
46,"Melton, Darius",WR,1,0,0,UCF Knights
19,"Menard, Justin",WR,2,2,0,UCF Knights
10,"Milton, Mckenzie",QB,4,0,0,UCF Knights
1,"Mitchell, Eric",LB,4,5,5,UCF Knights
94,"Montalvo, Anthony",DL,3,10,10,UCF Knights
20,"Moore, Brandon",DB,4,1,0,UCF Knights
18,"Moore, Gaston",QB,1,0,0,UCF Knights
33,"Morris-Brash, Tre'mon",DL,2,10,4,UCF Knights
28,"Mosier, Quade",LB,1,8,0,UCF Knights
14,"Navarro, Parker",QB,1,0,0,UCF Knights
16,"Nixon, Tre",WR,4,4,4,UCF Knights
96,"O'Hara, Trace",DL,1,0,0,UCF Knights
4,"O'Keefe, Ryan",WR,2,10,6,UCF Knights
9,"Obarski, Daniel",K,2,10,0,UCF Knights
36,"Osteen, Andrew",P,2,10,0,UCF Knights
95,"Paul, Tyler",LS,1,0,0,UCF Knights
77,"Pauole, Lokahi",OL,2,10,8,UCF Knights
34,"Powell, Jon",DB,3,8,1,UCF Knights
59,"Reeves, CJ",DL,2,0,0,UCF Knights
25,"Richardson, Johnny",RB,1,6,0,UCF Knights
31,"Robinson, Aaron",DB,4,9,9,UCF Knights
1,"Robinson, Jaylon",WR,2,10,10,UCF Knights
43,"Rodriguez, Zach",LB,2,0,0,UCF Knights
69,"Rubelt, Paul",OL,1,7,0,UCF Knights
29,"Sams, Cade",WR,1,7,0,UCF Knights
65,"Schneider, Cole",OL,3,10,9,UCF Knights
42,"Stephens, Riley",K,1,0,0,UCF Knights
41,"Swenson, Alex",DB,3,1,0,UCF Knights
68,"Tatum, Marcus",OL,4,10,5,UCF Knights
24,"Thompson, Bentavious",RB,3,9,0,UCF Knights
14,"Thornton, Corey",DB,1,10,10,UCF Knights
0,"Turnier, Kenny",DL,4,5,4,UCF Knights
3,"Ward, Alex",LS,3,8,0,UCF Knights
6,"Williams, Marlon",WR,4,8,8,UCF Knights
95,"Wilson, Kendrick",DL,1,0,0,UCF Knights
2,"Wilson, Divaad",DB,2,5,1,UCF Knights
13,"Woodson, Landon",DL,2,7,4,UCF Knights
48,"Woulard, Keith",WR,1,0,0,UCF Knights
4,"Zayas, Stephon",DL,3,9,4,UCF Knights
45,"Agude, Mitchell",LB,3,7,5,UCLA Bruins
99,"Akers, Luke",K,1,7,0,UCLA Bruins
19,"Allen, Kazmeir",RB,2,2,1,UCLA Bruins
70,"Anderson, Alec",OL,2,7,7,UCLA Bruins
44,"Andrus, Jr., Martin",DL,3,0,0,UCLA Bruins
3,"Artopoeus, Chase",QB,1,1,0,UCLA Bruins
26,"Authement, Ashton",WR,1,0,0,UCLA Bruins
2,"Barr-Mira, Nicholas",K,1,7,0,UCLA Bruins
71,"Beckett, Baraka",OL,2,0,0,UCLA Bruins
4,"Blaylock, Stephan",DB,3,7,7,UCLA Bruins
28,"Brown, Brittain",RB,4,7,2,UCLA Bruins
9,"Bryant-Strother, Choe",LB,1,7,1,UCLA Bruins
33,"Calvert, Bo",LB,3,6,6,UCLA Bruins
54,"Carlin, Josh",OL,1,7,0,UCLA Bruins
89,"Churich, Michael",TE,1,1,0,UCLA Bruins
62,"Clemens, Duke",OL,2,6,3,UCLA Bruins
29,"Cohen, Adam",LB,1,2,0,UCLA Bruins
23,"Cota, Chase",WR,3,7,6,UCLA Bruins
35,"Dillard, Devanti",WR,1,0,0,UCLA Bruins
43,"Dinneen, James",LB,1,0,0,UCLA Bruins
61,"Drake, Carson",DL,1,0,0,UCLA Bruins
85,"Dulcich, Greg",TE,2,7,5,UCLA Bruins
22,"Eboh, Obi",DB,4,5,5,UCLA Bruins
37,"Egurbide, Lucas",TE,1,0,0,UCLA Bruins
15,"Erwin, Jaylen",WR,4,2,0,UCLA Bruins
21,"Ezeike, Michael",WR,3,6,0,UCLA Bruins
10,"Felton, Demetric",RB,4,6,5,UCLA Bruins
36,"Fernea, Ethan",WR,4,6,1,UCLA Bruins
75,"Fina, Bruno",OL,1,0,0,UCLA Bruins
56,"Fitzgerald, Kobey",LB,3,1,0,UCLA Bruins
49,"Flintoft, Collin",P,2,0,0,UCLA Bruins
57,"Gaines II, Jon",OL,2,7,4,UCLA Bruins
60,"Gardner, Beau",LS,1,0,0,UCLA Bruins
49,"Garnett, Jonny",LB,1,0,0,UCLA Bruins
12,"Gates, Elijah",DB,3,7,0,UCLA Bruins
78,"Gramlick, Lucas",OL,2,7,0,UCLA Bruins
55,"Grattan, Paul",OL,4,7,7,UCLA Bruins
11,"Griffin, Chase",QB,1,4,2,UCLA Bruins
32,"Grubb, Christian",RB,1,0,0,UCLA Bruins
30,"Guidry, Elisha",DB,2,7,2,UCLA Bruins
81,"Habermehl, Hudson",WR,1,2,0,UCLA Bruins
46,"Harris, Hayden",LB,1,0,0,UCLA Bruins
17,"Hogan, Parker",DB,1,0,0,UCLA Bruins
6,"Humphrey, John",DB,1,6,0,UCLA Bruins
29,"Hurt, Delon",WR,3,5,2,UCLA Bruins
6,"Irby, Martell",RB,3,0,0,UCLA Bruins
97,"Isibor, Odua",DL,3,6,0,UCLA Bruins
58,"Jackson, Datona",DL,4,7,5,UCLA Bruins
25,"Jackson, Myles",LB,1,1,0,UCLA Bruins
98,"Jacobsen, Jaymax",LB,1,0,0,UCLA Bruins
40,"Johnson, Caleb",LB,3,7,7,UCLA Bruins
19,"Johnson, Alex",DB,2,6,0,UCLA Bruins
27,"Jolly, Jr., Patrick",DB,2,6,0,UCLA Bruins
22,"Jones, Keegan",RB,1,5,0,UCLA Bruins
35,"Jones, Carl",LB,2,7,0,UCLA Bruins
95,"Kaufusi, Sitiveni",LB,1,0,0,UCLA Bruins
39,"Kinder, Cole",RB,3,0,0,UCLA Bruins
4,"Kirshner, Blake",QB,1,0,0,UCLA Bruins
24,"Knight, Qwuantrezz",DB,4,7,7,UCLA Bruins
24,"Kowall, Brian",RB,1,1,0,UCLA Bruins
37,"Lake, Quentin",DB,3,5,5,UCLA Bruins
51,"Landherr IV, Jack",LS,2,7,0,UCLA Bruins
96,"Libenson, Ari",K,1,0,0,UCLA Bruins
59,"Liku, Siale",OL,1,7,0,UCLA Bruins
93,"Lopez, RJ",K,1,7,0,UCLA Bruins
17,"Loya, Logan",WR,1,6,0,UCLA Bruins
56,"Mafi, Atonio",OL,3,7,0,UCLA Bruins
94,"Magna, Dovid",DL,1,4,0,UCLA Bruins
50,"Manoa, Tyler",DL,3,6,0,UCLA Bruins
64,"Marrazzo, Sam",OL,3,7,7,UCLA Bruins
23,"Martin, Shamar",DB,1,0,0,UCLA Bruins
88,"Martinez, Mike",TE,2,7,4,UCLA Bruins
55,"Mason, Steven",DL,4,0,0,UCLA Bruins
51,"Matus, Ethan",DL,2,0,0,UCLA Bruins
9,"McQuarrie, Parker",QB,1,0,0,UCLA Bruins
20,"Medrano, Kain",LB,1,5,0,UCLA Bruins
11,"Mestidor, Kenny",LB,1,0,0,UCLA Bruins
15,"Newman, Jake",DB,1,0,0,UCLA Bruins
32,"Nimmo, Jr., William",DB,1,6,0,UCLA Bruins
18,"Njoku, Charles",WR,1,4,0,UCLA Bruins
82,"Njoku, Evidence",TE,3,0,0,UCLA Bruins
87,"Norberg, Grant",TE,1,0,0,UCLA Bruins
14,"Norwood, Josiah",WR,2,0,0,UCLA Bruins
92,"Odighizuwa, Osa",DL,4,7,7,UCLA Bruins
91,"Ogbonnia, Otito",DL,3,7,4,UCLA Bruins
7,"Osling III, Mo",DB,3,7,2,UCLA Bruins
47,"Osteen, Erich",LB,1,0,0,UCLA Bruins
2,"Philips, Kyle",WR,2,7,6,UCLA Bruins
47,"Pitts, Shea",LB,3,5,0,UCLA Bruins
53,"Polite, Winston",DL,2,0,0,UCLA Bruins
48,"Price, Joquarri",LB,1,0,0,UCLA Bruins
83,"Priebe, David",TE,2,7,1,UCLA Bruins
31,"Raass, Ioholani",LB,1,0,0,UCLA Bruins
74,"Rhyan, Sean",OL,2,7,7,UCLA Bruins
86,"Schlom, Bradley",WR,1,0,0,UCLA Bruins
0,"Sellers, Damian",LB,1,7,6,UCLA Bruins
76,"Selna, Patrick",OL,1,0,0,UCLA Bruins
1,"Shaw, Jay",DB,3,7,7,UCLA Bruins
10,"Swift, Joshua",DB,1,0,0,UCLA Bruins
12,"Sykes, Matt",WR,1,6,2,UCLA Bruins
77,"Taylor, Beau",OL,1,0,0,UCLA Bruins
28,"Thomas, Evan",DB,1,0,0,UCLA Bruins
1,"Thompson-Robinson, Dorian",QB,3,5,5,UCLA Bruins
26,"Toailoa, Leni",LB,4,5,0,UCLA Bruins
52,"Trojan, Jeremiah",LB,1,2,0,UCLA Bruins
39,"Tuliau, Kaleb",DB,1,0,0,UCLA Bruins
21,"Vaughns, JonJon",DB,1,7,1,UCLA Bruins
90,"Waller, Anthony",K,1,0,0,UCLA Bruins
54,"Ward, John",LB,1,0,0,UCLA Bruins
14,"Warnell, DJ",DB,1,6,0,UCLA Bruins
41,"Warren, Jelani",DB,1,0,0,UCLA Bruins
63,"Whitworth, Brad",OL,1,0,0,UCLA Bruins
3,"Williams, Rayshad",DB,2,6,0,UCLA Bruins
65,"Williams, Justin",OL,1,0,0,UCLA Bruins
18,"Woullard, Deavyn",DB,1,0,0,UCLA Bruins
7,"Yankoff, Colson",WR,2,7,0,UCLA Bruins
53,"Young, Luke",OL,2,0,0,UCLA Bruins
3,"Beene, Jaylan",WR,3,0,0,ULM Warhawks
35,"Behl, Taylor",LB,1,5,1,ULM Warhawks
4,"Bell, Bobby",S,2,6,0,ULM Warhawks
17,"Bloomfield, Jahquan",WR,2,10,9,ULM Warhawks
75,"Bolding, John",OG,2,0,0,ULM Warhawks
51,"Breaux, Zach",C,2,8,6,ULM Warhawks
73,"Brooks, Dillon",C,2,3,0,ULM Warhawks
81,"Carroll, Jordan",WR,2,10,0,ULM Warhawks
14,"Carter, Perry",WR,3,10,10,ULM Warhawks
99,"Cole, Myles",DE,2,8,5,ULM Warhawks
56,"Conklin, Bobbie",LS,4,1,0,ULM Warhawks
61,"Corley, Trey",LS,2,10,0,ULM Warhawks
27,"Crumpton, Jordan",TE,1,2,0,ULM Warhawks
